Sample ID,Species (CV),Species NCBI Taxonomy ID,Donor id,Genotype,Modality  (CV),Technique  (CV),CORRECTED Anatomical Structure,Subspecimen Type (CV),Total Processed Subspecimens,Organization (CV),Investigator,Grant Number (CV),Project (CV),Data Collection (CV),R24 Name (CV),R24 link,Comments,Metadata Submission,Wrangler Notes,Prior Project,Prior Anatomical Structure (CV)
SERT_GFP_F2_200115,mouse,NCBI:txid10090,SERTGFP-Sert010,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Sert/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,,,2020Q1,,,
SERT_GFP_F3_200123,mouse,NCBI:txid10090,SERTGFP-Sert011,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Sert/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,,,2020Q1,,,
SERT_GFP_F4_200124,mouse,NCBI:txid10090,SERTGFP-Sert012,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Sert/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,,,2020Q1,,,
SERT_GFP_F5_200127,mouse,NCBI:txid10090,SERTGFP-Sert013,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Sert/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,,,2020Q1,,,
SERT_GFP_F6_200128,mouse,NCBI:txid10090,SERTGFP-Sert014,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Sert/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,,,2020Q1,,,
SERT_GFP_F8_200131,mouse,NCBI:txid10090,SERTGFP-Sert015,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Sert/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,,,2020Q1,,,
SERT_GFP_F9_200201,mouse,NCBI:txid10090,SERTGFP-Sert016,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Sert/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,,,2020Q1,,,
SERT_GFP_M1_191230,mouse,NCBI:txid10090,SERTGFP-Sert001,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Sert/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,,,2020Q1,,,
SERT_GFP_M2_200101,mouse,NCBI:txid10090,SERTGFP-Sert002,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Sert/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,,,2020Q1,,,
SERT_GFP_M3_200103,mouse,NCBI:txid10090,SERTGFP-Sert003,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Sert/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,,,2020Q1,,,
SERT_GFP_M4_200104,mouse,NCBI:txid10090,SERTGFP-Sert004,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Sert/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,,,2020Q1,,,
SERT_GFP_M5_200106,mouse,NCBI:txid10090,SERTGFP-Sert005,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Sert/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,,,2020Q1,,,
SERT_GFP_M6_200107,mouse,NCBI:txid10090,SERTGFP-Sert006,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Sert/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,,,2020Q1,,,
SERT_GFP_M7_200108,mouse,NCBI:txid10090,SERTGFP-Sert007,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Sert/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,,,2020Q1,,,
SHG;3-6,mouse,NCBI:txid10090,SHG;3-6,TBD,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q4,Don't have whole brain in ontology; Need genotype in LIMS,,brain
Slc17a6_GFP_466703_190712,mouse,NCBI:txid10090,Slc17a6_GFP_466703,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Slc17a6/Slc17a6,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,,,2019Q3,,,brain
Slc17a6_GFP_466704_190716,mouse,NCBI:txid10090,Slc17a6_GFP_466704,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Slc17a6/Slc17a6,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,,,2019Q3,,,brain
Slc17a6_GFP_466705_190717,mouse,NCBI:txid10090,Slc17a6_GFP_466705,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Slc17a6/Slc17a6,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,,,2019Q3,,,brain
Slc17a6_GFP_466707_190718,mouse,NCBI:txid10090,Slc17a6_GFP_466707,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Slc17a6/Slc17a6,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,,,2019Q3,,,brain
Slc17a6_GFP_484307_200630,mouse,NCBI:txid10090,Slc17a6_GFP_484307,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Slc17a6/Slc17a6,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,,,2020Q3,,,
Slc17a6_GFP_484310_200703,mouse,NCBI:txid10090,Slc17a6_GFP_484310,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Slc17a6/Slc17a6,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,,,2020Q3,,,
Slc17a6_GFP_484308_200706,mouse,NCBI:txid10090,Slc17a6_GFP_484308,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Slc17a6/Slc17a6,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,,,2020Q3,,,
Slc17a6_GFP_492028_200709,mouse,NCBI:txid10090,Slc17a6_GFP_492028,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Slc17a6/Slc17a6,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,,,2020Q3,,,
Slc17a6_GFP_492024_200707,mouse,NCBI:txid10090,Slc17a6_GFP_492024,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Slc17a6/Slc17a6,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,,,2020Q3,,,
Slc17a6_GFP_492023_200708,mouse,NCBI:txid10090,Slc17a6_GFP_492023,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Slc17a6/Slc17a6,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,,,2020Q3,,,
Slc17a6_GFP_513119_200712,mouse,NCBI:txid10090,Slc17a6_GFP_513119,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Slc17a6/Slc17a6,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,,,2020Q3,,,
Slc17a6_GFP_516284_200713,mouse,NCBI:txid10090,Slc17a6_GFP_516284,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Slc17a6/Slc17a6,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,,,2020Q3,,,
Slc32a1-IRES-Cre;Ai75-306463,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai75-306463,Slc32a1-IRES-Cre/wt;Ai75(RCL-nT)/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q3,Don't have whole brain in ontology,,brain
Slc32a1-IRES-Cre;Ai75-306464,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai75-306464,Slc32a1-IRES-Cre/wt;Ai75(RCL-nT)/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q3,Don't have whole brain in ontology,,brain
Slc32a1-IRES-Cre;Ai75-306468,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai75-306468,Slc32a1-IRES-Cre/wt;Ai75(RCL-nT)/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q3,Don't have whole brain in ontology,,brain
Slc32a1-IRES-Cre;Ai75-306470,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai75-306470,Slc32a1-IRES-Cre/wt;Ai75(RCL-nT)/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q3,Don't have whole brain in ontology,,brain
Slc32a1-IRES-Cre;Ai75-316791,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai75-316791,Slc32a1-IRES-Cre/wt;Ai75(RCL-nT)/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q3,Don't have whole brain in ontology,,brain
Slc32a1-IRES-Cre;Ai75-316792,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai75-316792,Slc32a1-IRES-Cre/wt;Ai75(RCL-nT)/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q3,Don't have whole brain in ontology,,brain
Slc32a1-IRES-Cre;Ai75-324459,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai75-324459,Slc32a1-IRES-Cre/wt;Ai75(RCL-nT)/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q3,Don't have whole brain in ontology,,brain
Slc32a1-IRES-Cre;Ai75-329580,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai75-329580,Slc32a1-IRES-Cre/wt;Ai75(RCL-nT)/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q3,Don't have whole brain in ontology,,brain
Slc32a1-IRES-Cre;Ai75-329589,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai75-329589,Slc32a1-IRES-Cre/wt;Ai75(RCL-nT)/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q3,Don't have whole brain in ontology,,brain
Slc32a1-IRES-Cre;Ai75-339635,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai75-339635,Slc32a1-IRES-Cre/wt;Ai75(RCL-nT)/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q3,Don't have whole brain in ontology,,brain
Slc32a1-IRES-Cre;Ai75-374485,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai75-374485,Slc32a1-IRES-Cre/wt;Ai75(RCL-nT)/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q4,Don't have whole brain in ontology,,brain
Slc32a1-IRES-Cre;Ai75-374486,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai75-374486,Slc32a1-IRES-Cre/wt;Ai75(RCL-nT)/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q4,Don't have whole brain in ontology,,brain
Slc32a1-IRES-Cre;Ai75-374590,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai75-374590,TBD,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q4,Don't have whole brain in ontology; Need genotype in LIMS,,brain
Slc32a1-IRES-Cre;Ai75-374591,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai75-374591,TBD,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q4,Don't have whole brain in ontology; Need genotype in LIMS,,brain
Slc32a1-IRES-Cre;Ai75-381518,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai75-381518,TBD,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q4,Don't have whole brain in ontology; Need genotype in LIMS,,brain
Slc32a1-IRES-Cre;Ai75-381520,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai75-381520,TBD,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q4,Don't have whole brain in ontology; Need genotype in LIMS,,brain
Slc32a1-IRES-Cre;Ai75-384615,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai75-384615,TBD,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2018Q4,Don't have whole brain in ontology; Need genotype in LIMS,,brain
Snap25_GFP_469527_190722,mouse,NCBI:txid10090,Snap25_GFP_469527,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Snap25/Snap25,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,,,2019Q3,,,brain
Snap25_GFP_469527_190723,mouse,NCBI:txid10090,Snap25_GFP_469527,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Snap25/Snap25,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,,,2019Q3,,,brain
Snap25_GFP_473748_190726,mouse,NCBI:txid10090,Snap25_GFP_473748,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Snap25/Snap25,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,,,2019Q3,,,brain
Snap25_GFP_483871_200222,mouse,NCBI:txid10090,Snap25_GFP_483871,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Snap25/Snap25,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,,,2020Q3,,,
Snap25_GFP_527924_200818,mouse,NCBI:txid10090,Snap25_GFP_527924,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Snap25/Snap25,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,,,2020Q3,,,
Snap25_GFP_527922_200819,mouse,NCBI:txid10090,Snap25_GFP_527922,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Snap25/Snap25,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,,,2020Q3,,,
Snap25_GFP_491289_200826,mouse,NCBI:txid10090,Snap25_GFP_491289,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Snap25/Snap25,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,,,2020Q3,,,
Snap25_GFP_483869_200224,mouse,NCBI:txid10090,Snap25_GFP_483869,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Snap25/Snap25,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,,,2020Q3,,,
Snap25_GFP_491286_200225,mouse,NCBI:txid10090,Snap25_GFP_491286,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Snap25/Snap25,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,,,2020Q3,,,
Snap25_GFP_491287_200302,mouse,NCBI:txid10090,Snap25_GFP_491287,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Snap25/Snap25,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,,,2020Q3,,,
Snap25_GFP_491282_200303,mouse,NCBI:txid10090,Snap25_GFP_491282,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Snap25/Snap25,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,,,2020Q3,,,
Snap25_GFP_512647_200730,mouse,NCBI:txid10090,Snap25_GFP_512647,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Snap25/Snap25,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,,,2020Q3,,,
Tac1_GFP_F10_190125,mouse,NCBI:txid10090,Tac1GFP-TAC010,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Tac1/Tac1,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2019Q1,Don't have whole brain in ontology,,brain
Tac1_GFP_F11_190220,mouse,NCBI:txid10090,Tac1GFP-TAC019,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Tac1/Tac1,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2019Q1,Don't have whole brain in ontology,,brain
Tac1_GFP_F12_190221,mouse,NCBI:txid10090,Tac1GFP-TAC020,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Tac1/Tac1,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2019Q1,Don't have whole brain in ontology,,brain
Tac1_GFP_F4_190117,mouse,NCBI:txid10090,Tac1GFP-TAC004,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Tac1/Tac1,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2019Q1,Don't have whole brain in ontology,,brain
Tac1_GFP_F5_190118,mouse,NCBI:txid10090,Tac1GFP-TAC005,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Tac1/Tac1,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2019Q1,Don't have whole brain in ontology,,brain
Tac1_GFP_F7_190121,mouse,NCBI:txid10090,Tac1GFP-TAC007,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Tac1/Tac1,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2019Q1,Don't have whole brain in ontology,,brain
Tac1_GFP_F8_190122,mouse,NCBI:txid10090,Tac1GFP-TAC008,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Tac1/Tac1,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2019Q1,Don't have whole brain in ontology,,brain
Tac1_GFP_F9_190124,mouse,NCBI:txid10090,Tac1GFP-TAC009,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Tac1/Tac1,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2019Q1,Don't have whole brain in ontology,,brain
Tac1_GFP_M1_190108,mouse,NCBI:txid10090,Tac1GFP-TAC011,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Tac1/Tac1,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2019Q1,Don't have whole brain in ontology,,brain
Tac1_GFP_M2_190109,mouse,NCBI:txid10090,Tac1GFP-TAC012,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Tac1/Tac1,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2019Q1,Don't have whole brain in ontology,,brain
Tac1_GFP_M4_190111,mouse,NCBI:txid10090,Tac1GFP-TAC014,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Tac1/Tac1,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2019Q1,Don't have whole brain in ontology,,brain
Tac1_GFP_M5_190115,mouse,NCBI:txid10090,Tac1GFP-TAC015,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Tac1/Tac1,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2019Q1,Don't have whole brain in ontology,,brain
Tac1_GFP_M6_190128,mouse,NCBI:txid10090,Tac1GFP-TAC016,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Tac1/Tac1,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2019Q1,Don't have whole brain in ontology,,brain
Tac1_GFP_M7_190129,mouse,NCBI:txid10090,Tac1GFP-TAC017,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Tac1/Tac1,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2019Q1,Don't have whole brain in ontology,,brain
Tac1_GFP_M8_190131,mouse,NCBI:txid10090,Tac1GFP-TAC018,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; Tac1/Tac1,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,http://download.brainimagelibrary.org/biccn/osten/cellcounting/,,2019Q1,Don't have whole brain in ontology,,brain
TH_GFP_F1_200210,mouse,NCBI:txid10090,THGFP-TH009,R26-CAG-LSL-H2B-GFP/R26-CAG-LSL-H2B-GFP; TH/wt,population imaging,STPT,brain,brains,1,Cold Spring Harbor Laboratory,Pavel Osten,1U01MH114824-01,osten_stpt_proj,osten_stpt,BIL,,,2020Q1,,,
