Sample ID,Organism Type (CV),Organism NCBI Taxonomy ID,Transgenic Line Information,Modality (CV),Method (CV),Technique (CV),Anatomical Structure (CV),Total Processed Cells,Organization (CV),Lab,Investigator,Grant Number (CV),R24 Name (CV),R24 Directory,Comments
520312425,mouse,NCBI:txid10090,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs2/3,43,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
520312641,mouse,NCBI:txid10090,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs2/3,29,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
520312757,mouse,NCBI:txid10090,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs5,33,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
520312817,mouse,NCBI:txid10090,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs5,23,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
521615857,mouse,NCBI:txid10090,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs1,10,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
521615907,mouse,NCBI:txid10090,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs2/3,48,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
521615960,mouse,NCBI:txid10090,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs1,8,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
521615964,mouse,NCBI:txid10090,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs6,10,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
521615967,mouse,NCBI:txid10090,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs2/3,50,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
521615973,mouse,NCBI:txid10090,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs5,23,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
521628413,mouse,NCBI:txid10090,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs1,13,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
521628418,mouse,NCBI:txid10090,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs2/3,56,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
521628452,mouse,NCBI:txid10090,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs5,35,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
521628503,mouse,NCBI:txid10090,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs6,21,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
521628532,mouse,NCBI:txid10090,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs2/3,37,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
521628546,mouse,NCBI:txid10090,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs1,10,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
521630720,mouse,NCBI:txid10090,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs2/3,58,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
521630726,mouse,NCBI:txid10090,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs1,36,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
521630732,mouse,NCBI:txid10090,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs6,18,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
521630735,mouse,NCBI:txid10090,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs5,23,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
521630741,mouse,NCBI:txid10090,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs1,24,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
521630746,mouse,NCBI:txid10090,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs2/3,59,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
521945845,mouse,NCBI:txid10090,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs1,15,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
521945850,mouse,NCBI:txid10090,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs2/3,39,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
521945853,mouse,NCBI:txid10090,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs5,20,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
521945856,mouse,NCBI:txid10090,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs6,28,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
521945861,mouse,NCBI:txid10090,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs1,6,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
521945866,mouse,NCBI:txid10090,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs6,9,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
521957508,mouse,NCBI:txid10090,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs6,45,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
521957514,mouse,NCBI:txid10090,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs1,21,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
521957519,mouse,NCBI:txid10090,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs6,24,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
521957522,mouse,NCBI:txid10090,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs5,24,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
521957527,mouse,NCBI:txid10090,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs1,2,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
521957530,mouse,NCBI:txid10090,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs2/3,58,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
522122987,mouse,NCBI:txid10090,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs1,11,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
522122995,mouse,NCBI:txid10090,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs5,25,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
522129035,mouse,NCBI:txid10090,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs2/3,58,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
522132547,mouse,NCBI:txid10090,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs6,10,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
522134398,mouse,NCBI:txid10090,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs1,32,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
522135459,mouse,NCBI:txid10090,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs6,13,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
522263605,mouse,NCBI:txid10090,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs6,13,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
522263626,mouse,NCBI:txid10090,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs5,6,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
522263646,mouse,NCBI:txid10090,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs2/3,48,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
522263664,mouse,NCBI:txid10090,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs6,7,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
522263677,mouse,NCBI:txid10090,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs2/3,16,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
522615737,mouse,NCBI:txid10090,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs5,40,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
522616377,mouse,NCBI:txid10090,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs5,4,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
522616446,mouse,NCBI:txid10090,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs6,18,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
522616568,mouse,NCBI:txid10090,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs6,20,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
522616592,mouse,NCBI:txid10090,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs2/3,60,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
522616623,mouse,NCBI:txid10090,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs2/3,24,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
522708995,mouse,NCBI:txid10090,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs6,9,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
522712885,mouse,NCBI:txid10090,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs2/3,27,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
522713205,mouse,NCBI:txid10090,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs5,31,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
522714509,mouse,NCBI:txid10090,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs6,8,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
522714528,mouse,NCBI:txid10090,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs2/3,5,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
522714931,mouse,NCBI:txid10090,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs5,14,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
522770444,mouse,NCBI:txid10090,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp2/3,3,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
522770472,mouse,NCBI:txid10090,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp5,5,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
523236181,mouse,NCBI:txid10090,Scnn1a-Tg2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp4,5,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
523236253,mouse,NCBI:txid10090,Scnn1a-Tg2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp4,11,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
523431817,mouse,NCBI:txid10090,Scnn1a-Tg2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp4,5,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
523431851,mouse,NCBI:txid10090,Scnn1a-Tg2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp4,18,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
523502617,mouse,NCBI:txid10090,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp6,5,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
523502628,mouse,NCBI:txid10090,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp5,10,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
523502662,mouse,NCBI:txid10090,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp4,4,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
523502720,mouse,NCBI:txid10090,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp2/3,8,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
524105082,mouse,NCBI:txid10090,Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp6,25,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
524105098,mouse,NCBI:txid10090,Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp6,6,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
524105110,mouse,NCBI:txid10090,Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp5,23,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
524105118,mouse,NCBI:txid10090,Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp5,13,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
524904517,mouse,NCBI:txid10090,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs1,16,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
524904588,mouse,NCBI:txid10090,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs1,16,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
524904680,mouse,NCBI:txid10090,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs5,42,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
524904799,mouse,NCBI:txid10090,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs2/3,58,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
524904868,mouse,NCBI:txid10090,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs6,24,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
524904888,mouse,NCBI:txid10090,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs5,46,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
524908369,mouse,NCBI:txid10090,Nos1-CreERT2/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp1,17,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
524908926,mouse,NCBI:txid10090,Nos1-CreERT2/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp5,5,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
524909186,mouse,NCBI:txid10090,Nos1-CreERT2/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp1,12,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
525132921,mouse,NCBI:txid10090,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp4,9,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
525132966,mouse,NCBI:txid10090,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp5,24,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
525132978,mouse,NCBI:txid10090,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp6,2,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
525132993,mouse,NCBI:txid10090,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp5,24,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
525133477,mouse,NCBI:txid10090,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp5,7,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
525133517,mouse,NCBI:txid10090,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp5,19,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
525143626,mouse,NCBI:txid10090,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs2/3,55,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
525143629,mouse,NCBI:txid10090,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs6,32,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
525143664,mouse,NCBI:txid10090,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs2/3,38,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
525143686,mouse,NCBI:txid10090,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs6,51,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
525143829,mouse,NCBI:txid10090,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs2/3,38,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
525143888,mouse,NCBI:txid10090,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs6,31,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
525431809,mouse,NCBI:txid10090,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp5,37,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
525431818,mouse,NCBI:txid10090,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp4,8,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
525431925,mouse,NCBI:txid10090,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp5,45,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
525431944,mouse,NCBI:txid10090,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp5,43,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
525431947,mouse,NCBI:txid10090,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp6,4,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
525432000,mouse,NCBI:txid10090,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp5,33,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
525442600,mouse,NCBI:txid10090,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp5,36,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
525442617,mouse,NCBI:txid10090,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp6,5,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
525442658,mouse,NCBI:txid10090,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp5,25,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
525442671,mouse,NCBI:txid10090,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp4,1,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
525442704,mouse,NCBI:txid10090,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp5,11,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
