Sample ID,Species (CV),Species NCBI Taxonomy ID,Donor id,Genotype,Modality  (CV),Technique  (CV),Anatomical Structure (CV),Subspecimen Type (CV),Total Processed Subspecimens,Organization (CV),Investigator,Grant Number (CV),Project (CV),R24 Name (CV),R24 link,Comments,Metadata Submission,Wrangler Notes
AIBS_697694358,mouse,NCBI:txid10090,388841,Gad2-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,RT Reticular nucleus of the thalamus,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_705653659,mouse,NCBI:txid10090,391654,Gad2-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,DN Dentate nucleus,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_683675147,mouse,NCBI:txid10090,382088,Gad2-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,IGL Intergeniculate leaflet of the lateral geniculate complex,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_683675157,mouse,NCBI:txid10090,382086,Gad2-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,IGL Intergeniculate leaflet of the lateral geniculate complex,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_484719694,mouse,NCBI:txid10090,,"Gal-Cre_KI87,Ai14(RCL-tdT)",population imaging,STPT,,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_expr_char,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/expressioncharacterization/STPT/},,2018Q4,Genotype needs proper formatting and information
AIBS_490091439,mouse,NCBI:txid10090,,"Glt25d2-Cre_NF107,Ai14(RCL-tdT)",population imaging,STPT,,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_expr_char,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/expressioncharacterization/STPT/},,2018Q4,Genotype needs proper formatting and information
AIBS_694420305,mouse,NCBI:txid10090,387909,Glt25d2-Cre_NF107/wt,connectivity,retrograde transsynaptic tracing,"ORBl Orbital area, lateral part",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_683695806,mouse,NCBI:txid10090,384658,Glt25d2-Cre_NF107/wt,connectivity,retrograde transsynaptic tracing,"AId Agranular insular area, dorsal part",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_683695812,mouse,NCBI:txid10090,384657,Glt25d2-Cre_NF107/wt,connectivity,retrograde transsynaptic tracing,"AId Agranular insular area, dorsal part",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_685155517,mouse,NCBI:txid10090,384655,Glt25d2-Cre_NF107/wt,connectivity,retrograde transsynaptic tracing,PL Prelimbic area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_685167496,mouse,NCBI:txid10090,384656,Glt25d2-Cre_NF107/wt,connectivity,retrograde transsynaptic tracing,PL Prelimbic area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_744945590,mouse,NCBI:txid10090,410997,Gnb4-IRES2-Cre/wt,connectivity,retrograde transsynaptic tracing,CLA Claustrum,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_744949471,mouse,NCBI:txid10090,410994,Gnb4-IRES2-Cre/wt,connectivity,retrograde transsynaptic tracing,CLA Claustrum,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_745637304,mouse,NCBI:txid10090,410999,Gnb4-IRES2-Cre/wt,connectivity,retrograde transsynaptic tracing,CLA Claustrum,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_745637452,mouse,NCBI:txid10090,410996,Gnb4-IRES2-Cre/wt,connectivity,retrograde transsynaptic tracing,CLA Claustrum,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_762143767,mouse,NCBI:txid10090,372188,Gnb4-IRES2-Cre/wt,connectivity,retrograde transsynaptic tracing,CLA Claustrum,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_762144741,mouse,NCBI:txid10090,368015,Gnb4-IRES2-Cre/wt,connectivity,retrograde transsynaptic tracing,CLA Claustrum,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_762144823,mouse,NCBI:txid10090,368017,Gnb4-IRES2-Cre/wt,connectivity,retrograde transsynaptic tracing,CLA Claustrum,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_571132251,mouse,NCBI:txid10090,,"Gnb4-IRES2-CreERT2,Ai140(TIT2L-GFP-ICL-tTA2)",population imaging,STPT,,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_expr_char,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/expressioncharacterization/STPT/},,2018Q4,Genotype needs proper formatting and information
AIBS_491605040,mouse,NCBI:txid10090,,"Gpr26-Cre_KO250,Ai14(RCL-tdT)",population imaging,STPT,,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_expr_char,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/expressioncharacterization/STPT/},,2018Q4,Genotype needs proper formatting and information
AIBS_560680998,mouse,NCBI:txid10090,,Grik4-Cre,population imaging,STPT,,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_expr_char,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/expressioncharacterization/STPT/},,2018Q4,Genotype needs proper formatting and information
AIBS_750353281,mouse,NCBI:txid10090,412914,Grik4-Cre/wt,connectivity,retrograde transsynaptic tracing,LP Lateral posterior nucleus of the thalamus,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_686171851,mouse,NCBI:txid10090,381463,Grik4-Cre/wt,connectivity,retrograde transsynaptic tracing,VAL Ventral anterior-lateral complex of the thalamus,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_662650782,mouse,NCBI:txid10090,373674,Grik4-Cre/wt,connectivity,retrograde transsynaptic tracing,VAL Ventral anterior-lateral complex of the thalamus,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_653169175,mouse,NCBI:txid10090,361288,Grik4-Cre/wt,connectivity,retrograde transsynaptic tracing,PO Posterior complex of the thalamus,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_656565322,mouse,NCBI:txid10090,365305,Grik4-Cre/wt,connectivity,retrograde transsynaptic tracing,PO Posterior complex of the thalamus,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_769383614,mouse,NCBI:txid10090,420463,Grik4-Cre/wt,connectivity,retrograde transsynaptic tracing,MD Mediodorsal nucleus of thalamus,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1-U19-MH114830-01,zeng_retro,BIL,/bil/data/17/28/1728aaa5a67cb758/0539060707/,,,
AIBS_484719915,mouse,NCBI:txid10090,,"Grp-Cre_KH288,Ai14(RCL-tdT)",population imaging,STPT,,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_expr_char,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/expressioncharacterization/STPT/},,2018Q4,Genotype needs proper formatting and information
AIBS_759502902,mouse,NCBI:txid10090,416713,Grp-Cre_KH288/wt,connectivity,retrograde transsynaptic tracing,AV Anteroventral nucleus of thalamus,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_759502910,mouse,NCBI:txid10090,416714,Grp-Cre_KH288/wt,connectivity,retrograde transsynaptic tracing,AV Anteroventral nucleus of thalamus,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_545324291,mouse,NCBI:txid10090,,"Htr1a-IRES2-Cre,Ai14(RCL-tdT)",population imaging,STPT,,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_expr_char,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/expressioncharacterization/STPT/},,2018Q4,Genotype needs proper formatting and information
AIBS_539520718,mouse,NCBI:txid10090,,Htr3a-Cre_NO152,population imaging,STPT,,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_expr_char,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/expressioncharacterization/STPT/},,2018Q4,Genotype needs proper formatting and information
AIBS_538292189,mouse,NCBI:txid10090,,"Kcng4-Cre,Ai14(RCL-tdT)",population imaging,STPT,,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_expr_char,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/expressioncharacterization/STPT/},,2018Q4,Genotype needs proper formatting and information
AIBS_538301843,mouse,NCBI:txid10090,,"Ndnf-IRES2-dgCre,Ai14(RCL-tdT)",population imaging,STPT,,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_expr_char,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/expressioncharacterization/STPT/},,2018Q4,Genotype needs proper formatting and information
AIBS_763241994,mouse,NCBI:txid10090,418405,Ndnf-IRES2-dgCre/wt,connectivity,retrograde transsynaptic tracing,VISp Primary visual area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_763242027,mouse,NCBI:txid10090,418406,Ndnf-IRES2-dgCre/wt,connectivity,retrograde transsynaptic tracing,VISam Anteromedial visual area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_475323012,mouse,NCBI:txid10090,,"Nos1-CreERT2,Ai14(RCL-tdT)",population imaging,STPT,,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_expr_char,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/expressioncharacterization/STPT/},,2018Q4,Genotype needs proper formatting and information
AIBS_470901203,mouse,NCBI:txid10090,,"Nr5a1-Cre,Ai14(RCL-tdT)",population imaging,STPT,,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_expr_char,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/expressioncharacterization/STPT/},,2018Q4,Genotype needs proper formatting and information
AIBS_746921359,mouse,NCBI:txid10090,412603,Nr5a1-Cre/wt,connectivity,retrograde transsynaptic tracing,"SSp-bfd Primary somatosensory area, barrel field",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_751980213,mouse,NCBI:txid10090,412602,Nr5a1-Cre/wt,connectivity,retrograde transsynaptic tracing,"SSp-bfd Primary somatosensory area, barrel field",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_762111344,mouse,NCBI:txid10090,417627,Nr5a1-Cre/wt,connectivity,retrograde transsynaptic tracing,VISal Anterolateral visual area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_722339374,mouse,NCBI:txid10090,395108,Nr5a1-Cre/wt,connectivity,retrograde transsynaptic tracing,VISp Primary visual area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_722340165,mouse,NCBI:txid10090,395109,Nr5a1-Cre/wt,connectivity,retrograde transsynaptic tracing,VISp Primary visual area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_722341092,mouse,NCBI:txid10090,395110,Nr5a1-Cre/wt,connectivity,retrograde transsynaptic tracing,VISp Primary visual area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_732790089,mouse,NCBI:txid10090,397546,Nr5a1-Cre/wt,connectivity,retrograde transsynaptic tracing,VISl Lateral visual area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_686696310,mouse,NCBI:txid10090,385128,Nr5a1-Cre/wt,connectivity,retrograde transsynaptic tracing,MOp Primary motor area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_694420321,mouse,NCBI:txid10090,388272,Nr5a1-Cre/wt,connectivity,retrograde transsynaptic tracing,"SSp-m Primary somatosensory area, mouth",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_694420329,mouse,NCBI:txid10090,388274,Nr5a1-Cre/wt,connectivity,retrograde transsynaptic tracing,"SSp-m Primary somatosensory area, mouth",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_678177102,mouse,NCBI:txid10090,380690,Nr5a1-Cre/wt,connectivity,retrograde transsynaptic tracing,AUDp Primary auditory area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_678535130,mouse,NCBI:txid10090,381153,Nr5a1-Cre/wt,connectivity,retrograde transsynaptic tracing,VMH Ventromedial hypothalamic nucleus,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_678535141,mouse,NCBI:txid10090,381154,Nr5a1-Cre/wt,connectivity,retrograde transsynaptic tracing,VMH Ventromedial hypothalamic nucleus,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_668795118,mouse,NCBI:txid10090,377601,Nr5a1-Cre/wt,connectivity,retrograde transsynaptic tracing,AUDp Primary auditory area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_807456991,mouse,NCBI:txid10090,436749,Nr5a1-Cre/wt,connectivity,retrograde transsynaptic tracing,AUDpo Posterior auditory area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1-U19-MH114830-01,zeng_retro,BIL,/bil/data/17/28/1728aaa5a67cb758/0539057777/,,,
AIBS_687333591,mouse,NCBI:txid10090,383616,Ntrk1-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,"GPe Globus pallidus, external segment",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_471354789,mouse,NCBI:txid10090,,"Ntsr1-Cre_GN220,Ai14(RCL-tdT)",population imaging,STPT,,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_expr_char,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/expressioncharacterization/STPT/},,2018Q4,Genotype needs proper formatting and information
AIBS_746984129,mouse,NCBI:txid10090,413033,Ntsr1-Cre_GN220/wt,connectivity,retrograde transsynaptic tracing,PL Prelimbic area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_763241852,mouse,NCBI:txid10090,418307,Ntsr1-Cre_GN220/wt,connectivity,retrograde transsynaptic tracing,VISpm posteromedial visual area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_763241934,mouse,NCBI:txid10090,418309,Ntsr1-Cre_GN220/wt,connectivity,retrograde transsynaptic tracing,VISpm posteromedial visual area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_768782790,mouse,NCBI:txid10090,418304,Ntsr1-Cre_GN220/wt,connectivity,retrograde transsynaptic tracing,VISp Primary visual area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_710315691,mouse,NCBI:txid10090,395669,Ntsr1-Cre_GN220/wt,connectivity,retrograde transsynaptic tracing,"SSp-bfd Primary somatosensory area, barrel field",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_710317302,mouse,NCBI:txid10090,395672,Ntsr1-Cre_GN220/wt,connectivity,retrograde transsynaptic tracing,"SSp-bfd Primary somatosensory area, barrel field",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_705653667,mouse,NCBI:txid10090,392614,Ntsr1-Cre_GN220/wt,connectivity,retrograde transsynaptic tracing,"SSp-m Primary somatosensory area, mouth",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_675849391,mouse,NCBI:txid10090,381016,Ntsr1-Cre_GN220/wt,connectivity,retrograde transsynaptic tracing,AUDp Primary auditory area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_675959717,mouse,NCBI:txid10090,381017,Ntsr1-Cre_GN220/wt,connectivity,retrograde transsynaptic tracing,"AId Agranular insular area, dorsal part",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_678177119,mouse,NCBI:txid10090,381013,Ntsr1-Cre_GN220/wt,connectivity,retrograde transsynaptic tracing,MOp Primary motor area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_660581644,mouse,NCBI:txid10090,370078,Ntsr1-Cre_GN220/wt,connectivity,retrograde transsynaptic tracing,AUDp Primary auditory area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
AIBS_653195605,mouse,NCBI:txid10090,363928,Ntsr1-Cre_GN220/wt,connectivity,retrograde transsynaptic tracing,MOp Primary motor area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,
