Sample ID,Species (CV),Species NCBI Taxonomy ID,Donor id,Genotype,Modality  (CV),Technique  (CV),CORRECTED Anatomical Structure,Subspecimen Type (CV),Total Processed Subspecimens,Organization (CV),Investigator,Grant Number (CV),R24 Name (CV),R24 link,Metadata Submission,Data Collection (CV),Project (CV)
1059287036,Mouse,NCBI:txid10090,321237,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321237-17302,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059287082,Mouse,NCBI:txid10090,321237,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321237-17302,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059287264,Mouse,NCBI:txid10090,321237,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321237-17302,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059287382,Mouse,NCBI:txid10090,321237,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321237-17302,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059287459,Mouse,NCBI:txid10090,321237,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321237-17302,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059287517,Mouse,NCBI:txid10090,321237,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321237-17302,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059287698,Mouse,NCBI:txid10090,321237,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321237-17302,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059287821,Mouse,NCBI:txid10090,321237,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321237-17302,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059287858,Mouse,NCBI:txid10090,321237,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321237-17302,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059287906,Mouse,NCBI:txid10090,321237,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321237-17302,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059287977,Mouse,NCBI:txid10090,321237,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321237-17302,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059288039,Mouse,NCBI:txid10090,321237,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321237-17302,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059288128,Mouse,NCBI:txid10090,321237,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321237-17302,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059288242,Mouse,NCBI:txid10090,321237,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321237-17302,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059288351,Mouse,NCBI:txid10090,321237,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321237-17302,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059288428,Mouse,NCBI:txid10090,321237,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321237-17302,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059288684,Mouse,NCBI:txid10090,321237,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321237-17302,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059288822,Mouse,NCBI:txid10090,321237,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321237-17302,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059288965,Mouse,NCBI:txid10090,321237,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321237-17302,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059289144,Mouse,NCBI:txid10090,321237,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321237-17302,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059289277,Mouse,NCBI:txid10090,321237,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321237-17302,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059289297,Mouse,NCBI:txid10090,321237,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321237-17302,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059289355,Mouse,NCBI:txid10090,321237,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321237-17302,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059289463,Mouse,NCBI:txid10090,321237,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321237-17302,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059289483,Mouse,NCBI:txid10090,321237,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321237-17302,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059289581,Mouse,NCBI:txid10090,321237,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321237-17302,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059289637,Mouse,NCBI:txid10090,321237,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321237-17302,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059289658,Mouse,NCBI:txid10090,321237,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321237-17302,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059289709,Mouse,NCBI:txid10090,321237,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321237-17302,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059289818,Mouse,NCBI:txid10090,321237,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321237-17302,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059289843,Mouse,NCBI:txid10090,321237,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321237-17302,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059289936,Mouse,NCBI:txid10090,321237,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321237-17302,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059289993,Mouse,NCBI:txid10090,321237,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321237-17302,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059290117,Mouse,NCBI:txid10090,321237,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321237-17302,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059290215,Mouse,NCBI:txid10090,321237,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321237-17302,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059290308,Mouse,NCBI:txid10090,321237,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321237-17302,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059290328,Mouse,NCBI:txid10090,321237,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321237-17302,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059290441,Mouse,NCBI:txid10090,321237,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321237-17302,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059281816,Mouse,NCBI:txid10090,321244,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321244-17545,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059281841,Mouse,NCBI:txid10090,321244,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321244-17545,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059281858,Mouse,NCBI:txid10090,321244,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321244-17545,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059281863,Mouse,NCBI:txid10090,321244,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321244-17545,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059281965,Mouse,NCBI:txid10090,321244,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321244-17545,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059282148,Mouse,NCBI:txid10090,321244,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321244-17545,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059282261,Mouse,NCBI:txid10090,321244,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321244-17545,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059282302,Mouse,NCBI:txid10090,321244,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321244-17545,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059282312,Mouse,NCBI:txid10090,321244,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321244-17545,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059282327,Mouse,NCBI:txid10090,321244,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321244-17545,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059282503,Mouse,NCBI:txid10090,321244,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321244-17545,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059282586,Mouse,NCBI:txid10090,321244,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321244-17545,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059282678,Mouse,NCBI:txid10090,321244,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321244-17545,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059282861,Mouse,NCBI:txid10090,321244,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321244-17545,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059282995,Mouse,NCBI:txid10090,321244,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321244-17545,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059283104,Mouse,NCBI:txid10090,321244,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321244-17545,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059283273,Mouse,NCBI:txid10090,321244,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321244-17545,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059283289,Mouse,NCBI:txid10090,321244,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321244-17545,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059283420,Mouse,NCBI:txid10090,321244,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321244-17545,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059283470,Mouse,NCBI:txid10090,321244,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321244-17545,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059283574,Mouse,NCBI:txid10090,321244,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321244-17545,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059283921,Mouse,NCBI:txid10090,321244,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321244-17545,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059284094,Mouse,NCBI:txid10090,321244,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321244-17545,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059284146,Mouse,NCBI:txid10090,321244,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321244-17545,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059284187,Mouse,NCBI:txid10090,321244,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321244-17545,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059284202,Mouse,NCBI:txid10090,321244,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321244-17545,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059284321,Mouse,NCBI:txid10090,321244,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321244-17545,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059284475,Mouse,NCBI:txid10090,321244,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321244-17545,2020Q4,zeng_fmost_cells,zeng_fmost_proj
1059284614,Mouse,NCBI:txid10090,321244,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,fMOST,Brain,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,BIL,https://download.brainimagelibrary.org/biccn/zeng/luo/fmost/cells/mouseID_321244-17545,2020Q4,zeng_fmost_cells,zeng_fmost_proj
