sample_id,sample_type,donor_id,legacy_id,Organism Type (CV),Organism NCBI Taxonomy ID,Transgenic Line Information,experiment_id,sample_id,modality,method,technique,modality.method.technique,Anatomical Structure (CV),Total Processed Cells,Organization (CV),organization,team_name,investigator,grant_number,data_archive,Public R24 directory,Public R24 file path,file_location,Desired ID,,BIL legacy.ID,legacy_id,legacy_modality,legacy_method,legacy_technique,Release,,,,,,,
Gad2-IRES-Cre;Ai75-393133,,,Gad2-IRES-Cre;Ai75-393133,mouse,NCBI:txid10090,Strain_Name='C57BL6';Cre_Driver_Line='Gad2';Reporter_Name='Ai75';,,,cell counting,imaging,STPT,cell counting.imaging.STPT,Whole brain,,Cold Spring Harbor Laboratory,,U01 Osten,Pavel Osten,1-U01-MH114824-01,BIL,ftp://download.brainimagelibrary.org:8811,,/bil/data/bc/96/bc96fde856d5ec0c/Gad2_Ai75_F_393133_181002/,,,Gad2_Ai75_F_393133,,Cell Counting,cell type distribution,STPT,Q4 2018,,,,,,,
Gad2-IRES-Cre;Ai75-398912,,,Gad2-IRES-Cre;Ai75-398912,mouse,NCBI:txid10090,Strain_Name='C57BL6';Cre_Driver_Line='Gad2';Reporter_Name='Ai75';,,,cell counting,imaging,STPT,cell counting.imaging.STPT,Whole brain,,Cold Spring Harbor Laboratory,,U01 Osten,Pavel Osten,1-U01-MH114824-01,BIL,ftp://download.brainimagelibrary.org:8811,,/bil/data/46/92/4692c4f0aa15fc0c/Gad2_Ai75_M_398912_181010/,,,Gad2_Ai75_M_398912,,Cell Counting,cell type distribution,STPT,Q4 2018,,,,,,,
Gad2-IRES-Cre;Ai75-398913,,,Gad2-IRES-Cre;Ai75-398913,mouse,NCBI:txid10090,Strain_Name='C57BL6';Cre_Driver_Line='Gad2';Reporter_Name='Ai75';,,,cell counting,imaging,STPT,cell counting.imaging.STPT,Whole brain,,Cold Spring Harbor Laboratory,,U01 Osten,Pavel Osten,1-U01-MH114824-01,BIL,ftp://download.brainimagelibrary.org:8811,,/bil/data/57/91/5791ea7f27e6a650/Gad2_Ai75_M_398913_181009/,,,Gad2_Ai75_M_398913,,Cell Counting,cell type distribution,STPT,Q4 2018,,,,,,,
Tlx3_Ai75_F_337580_171016,whole brain,Tlx3_Ai75_F_337580_171016,Tlx3_Ai75_F_337580_171016,mouse,NCBI:txid10120,,biccn:experiments:1698,Tlx3_Ai75_F_337580_171016,cell counting,imaging,STPT,cell counting.imaging.STPT,,#N/A,,,U01 Osten,Pavel Osten,1-U01-MH114824-01,BIL,ftp://download.brainimagelibrary.org:8811/f3/fe/,ftp://download.brainimagelibrary.org:8811/f3/fe/f3fe697cfb89762e/mnt/ostenmitragrid/rpalanis/osten-U01/Batch2transfers-180321/Tlx3_Ai75_F_337580_171016,dxc.psc.edu:/crucible/brain/biccndc/mnt/ostenmitragrid/rpalanis/osten-U01/Batch2transfers-180321/Tlx3_Ai75_F_337580_171016,,,Tlx3_Ai75_F_337580,Tlx3_Ai75_F_337580_171016,Cell Counting,cell type distribution,STPT,Q3 2018,,,,,,,
Tlx3_Ai75_F_337581_171229,whole brain,Tlx3_Ai75_F_337581_171229,Tlx3_Ai75_F_337581_171229,mouse,NCBI:txid10121,,biccn:experiments:1699,Tlx3_Ai75_F_337581_171229,cell counting,imaging,STPT,cell counting.imaging.STPT,,#N/A,,,U01 Osten,Pavel Osten,1-U01-MH114824-01,BIL,ftp://download.brainimagelibrary.org:8811/f3/fe/,ftp://download.brainimagelibrary.org:8811/f3/fe/f3fe697cfb89762e/mnt/ostenmitragrid/rpalanis/osten-U01/Batch2transfers-180321/Tlx3_Ai75_F_337581_171229,dxc.psc.edu:/crucible/brain/biccndc/mnt/ostenmitragrid/rpalanis/osten-U01/Batch2transfers-180321/Tlx3_Ai75_F_337581_171229,,,Tlx3_Ai75_F_337581,Tlx3_Ai75_F_337581_171229,Cell Counting,cell type distribution,STPT,Q3 2018,,,,,,,
Tlx3_Ai75_F_345956_171209,whole brain,Tlx3_Ai75_F_345956_171209,Tlx3_Ai75_F_345956_171209,mouse,NCBI:txid10122,,biccn:experiments:1700,Tlx3_Ai75_F_345956_171209,cell counting,imaging,STPT,cell counting.imaging.STPT,,#N/A,,,U01 Osten,Pavel Osten,1-U01-MH114824-01,BIL,ftp://download.brainimagelibrary.org:8811/f3/fe/,ftp://download.brainimagelibrary.org:8811/f3/fe/f3fe697cfb89762e/mnt/ostenmitragrid/rpalanis/osten-U01/Batch2transfers-180321/Tlx3_Ai75_F_345956_171209,dxc.psc.edu:/crucible/brain/biccndc/mnt/ostenmitragrid/rpalanis/osten-U01/Batch2transfers-180321/Tlx3_Ai75_F_345956_171209,,,Tlx3_Ai75_F_345956,Tlx3_Ai75_F_345956_171209,Cell Counting,cell type distribution,STPT,Q3 2018,,,,,,,
Tlx3_Ai75_F_345957_171208,whole brain,Tlx3_Ai75_F_345957_171208,Tlx3_Ai75_F_345957_171208,mouse,NCBI:txid10123,,biccn:experiments:1701,Tlx3_Ai75_F_345957_171208,cell counting,imaging,STPT,cell counting.imaging.STPT,,#N/A,,,U01 Osten,Pavel Osten,1-U01-MH114824-01,BIL,ftp://download.brainimagelibrary.org:8811/f3/fe/,ftp://download.brainimagelibrary.org:8811/f3/fe/f3fe697cfb89762e/mnt/ostenmitragrid/rpalanis/osten-U01/Batch2transfers-180321/Tlx3_Ai75_F_345957_171208,dxc.psc.edu:/crucible/brain/biccndc/mnt/ostenmitragrid/rpalanis/osten-U01/Batch2transfers-180321/Tlx3_Ai75_F_345957_171208,,,Tlx3_Ai75_F_345957,Tlx3_Ai75_F_345957_171208,Cell Counting,cell type distribution,STPT,Q3 2018,,,,,,,
Tlx3_Ai75_M_361895_180127,whole brain,Tlx3_Ai75_M_361895_180127,Tlx3_Ai75_M_361895_180127,mouse,NCBI:txid10124,,biccn:experiments:1702,Tlx3_Ai75_M_361895_180127,cell counting,imaging,STPT,cell counting.imaging.STPT,,#N/A,,,U01 Osten,Pavel Osten,1-U01-MH114824-01,BIL,ftp://download.brainimagelibrary.org:8811/f3/fe/,ftp://download.brainimagelibrary.org:8811/f3/fe/f3fe697cfb89762e/mnt/ostenmitragrid/rpalanis/osten-U01/Batch2transfers-180321/Tlx3_Ai75_M_361895_180127,dxc.psc.edu:/crucible/brain/biccndc/mnt/ostenmitragrid/rpalanis/osten-U01/Batch2transfers-180321/Tlx3_Ai75_M_361895_180127,,,Tlx3_Ai75_M_361895,Tlx3_Ai75_M_361895_180127,Cell Counting,cell type distribution,STPT,Q3 2018,,,,,,,
Tlx3_Ai75_M_361896_180130,whole brain,Tlx3_Ai75_M_361896_180130,Tlx3_Ai75_M_361896_180130,mouse,NCBI:txid10125,,biccn:experiments:1703,Tlx3_Ai75_M_361896_180130,cell counting,imaging,STPT,cell counting.imaging.STPT,,#N/A,,,U01 Osten,Pavel Osten,1-U01-MH114824-01,BIL,ftp://download.brainimagelibrary.org:8811/f3/fe/,ftp://download.brainimagelibrary.org:8811/f3/fe/f3fe697cfb89762e/mnt/ostenmitragrid/rpalanis/osten-U01/Batch2transfers-180321/Tlx3_Ai75_M_361896_180130,dxc.psc.edu:/crucible/brain/biccndc/mnt/ostenmitragrid/rpalanis/osten-U01/Batch2transfers-180321/Tlx3_Ai75_M_361896_180130,,,Tlx3_Ai75_M_361896,Tlx3_Ai75_M_361896_180130,Cell Counting,cell type distribution,STPT,Q3 2018,,,,,,,
Tlx3_Ai75_M_361898_180126,whole brain,Tlx3_Ai75_M_361898_180126,Tlx3_Ai75_M_361898_180126,mouse,NCBI:txid10126,,biccn:experiments:1704,Tlx3_Ai75_M_361898_180126,cell counting,imaging,STPT,cell counting.imaging.STPT,,#N/A,,,U01 Osten,Pavel Osten,1-U01-MH114824-01,BIL,ftp://download.brainimagelibrary.org:8811/f3/fe/,ftp://download.brainimagelibrary.org:8811/f3/fe/f3fe697cfb89762e/mnt/ostenmitragrid/rpalanis/osten-U01/Batch2transfers-180321/Tlx3_Ai75_M_361898_180126,dxc.psc.edu:/crucible/brain/biccndc/mnt/ostenmitragrid/rpalanis/osten-U01/Batch2transfers-180321/Tlx3_Ai75_M_361898_180126,,,Tlx3_Ai75_M_361898,Tlx3_Ai75_M_361898_180126,Cell Counting,cell type distribution,STPT,Q3 2018,,,,,,,
Tlx3_Ai75_M_361899_180123,whole brain,Tlx3_Ai75_M_361899_180123,Tlx3_Ai75_M_361899_180123,mouse,NCBI:txid10127,,biccn:experiments:1705,Tlx3_Ai75_M_361899_180123,cell counting,imaging,STPT,cell counting.imaging.STPT,,#N/A,,,U01 Osten,Pavel Osten,1-U01-MH114824-01,BIL,ftp://download.brainimagelibrary.org:8811/f3/fe/,ftp://download.brainimagelibrary.org:8811/f3/fe/f3fe697cfb89762e/mnt/ostenmitragrid/rpalanis/osten-U01/Batch2transfers-180321/Tlx3_Ai75_M_361899_180123,dxc.psc.edu:/crucible/brain/biccndc/mnt/ostenmitragrid/rpalanis/osten-U01/Batch2transfers-180321/Tlx3_Ai75_M_361899_180123,,,Tlx3_Ai75_M_361899,Tlx3_Ai75_M_361899_180123,Cell Counting,cell type distribution,STPT,Q3 2018,,,,,,,
Tlx3_Ai75_M_361900_180122,whole brain,Tlx3_Ai75_M_361900_180122,Tlx3_Ai75_M_361900_180122,mouse,NCBI:txid10128,,biccn:experiments:1706,Tlx3_Ai75_M_361900_180122,cell counting,imaging,STPT,cell counting.imaging.STPT,,#N/A,,,U01 Osten,Pavel Osten,1-U01-MH114824-01,BIL,ftp://download.brainimagelibrary.org:8811/f3/fe/,ftp://download.brainimagelibrary.org:8811/f3/fe/f3fe697cfb89762e/mnt/ostenmitragrid/rpalanis/osten-U01/Batch2transfers-180321/Tlx3_Ai75_M_361900_180122,dxc.psc.edu:/crucible/brain/biccndc/mnt/ostenmitragrid/rpalanis/osten-U01/Batch2transfers-180321/Tlx3_Ai75_M_361900_180122,,,Tlx3_Ai75_M_361900,Tlx3_Ai75_M_361900_180122,Cell Counting,cell type distribution,STPT,Q3 2018,,,,,,,
Tlx3-Cre_PL56;Ai75-361897,whole brain,Tlx3-Cre_PL56;Ai75-361897,Tlx3-Cre_PL56;Ai75-361897,mouse,NCBI:txid10090,,biccn:experiments:1668,Tlx3-Cre_PL56;Ai75-361897,cell counting,imaging,STPT,cell counting.imaging.STPT,,#N/A,,,U01 Osten,Pavel Osten,1-U01-MH114824-01,BIL,#REF!,ftp://download.brainimagelibrary.org:8811/4d/6c/4d6ccd17bd266fe5/Tlx3_Ai75_M_361897_180125,./biccndc/Tlx3_Ai75_M_361897_180125,,,Tlx3_Ai75_M_361897,Tlx3-Cre_PL56;Ai75-361897,Cell Counting,cell type distribution,STPT,Q3 2018,,,,,,,
Tlx3-Cre_PL56;Ai75-373011,,,Tlx3-Cre_PL56;Ai75-373011,mouse,NCBI:txid10090,Strain_Name='C57BL6';Cre_Driver_Line='Tlx3';Reporter_Name='Ai75';,,,cell counting,imaging,STPT,cell counting.imaging.STPT,Whole brain,,Cold Spring Harbor Laboratory,,U01 Osten,Pavel Osten,1-U01-MH114824-01,BIL,ftp://download.brainimagelibrary.org:8811/0c/f7/,,/bil/data/0c/f7/0cf772d80a9bf4e1/Tlx3_Ai75_M_373011_180705/,,,Tlx3_Ai75_M_373011,,Cell Counting,cell type distribution,STPT,Q4 2018,,,,,,,
Tlx3-Cre_PL56;Ai75-373012,,,Tlx3-Cre_PL56;Ai75-373012,mouse,NCBI:txid10090,Strain_Name='C57BL6';Cre_Driver_Line='Tlx3';Reporter_Name='Ai75';,,,cell counting,imaging,STPT,cell counting.imaging.STPT,Whole brain,,Cold Spring Harbor Laboratory,,U01 Osten,Pavel Osten,1-U01-MH114824-01,BIL,ftp://download.brainimagelibrary.org:8811/48/17/,,/bil/data/48/17/48172da197f69b83/Tlx3_Ai75_M_373012_180706/,,,Tlx3_Ai75_M_373012,,Cell Counting,cell type distribution,STPT,Q4 2018,,,,,,,
Tlx3-Cre_PL56;Ai75-376566,,,Tlx3-Cre_PL56;Ai75-376566,mouse,NCBI:txid10090,Strain_Name='C57BL6';Cre_Driver_Line='Tlx3';Reporter_Name='Ai75';,,,cell counting,imaging,STPT,cell counting.imaging.STPT,Whole brain,,Cold Spring Harbor Laboratory,,U01 Osten,Pavel Osten,1-U01-MH114824-01,BIL,ftp://download.brainimagelibrary.org:8811/23/a9/,,/bil/data/23/a9/23a964c70392b7e4/Tlx3_Ai75_F_376566_180704/,,,Tlx3_Ai75_F_376566,,Cell Counting,cell type distribution,STPT,Q4 2018,,,,,,,
Tlx3-Cre_PL56;Ai75-376567,,,Tlx3-Cre_PL56;Ai75-376567,mouse,NCBI:txid10090,Strain_Name='C57BL6';Cre_Driver_Line='Tlx3';Reporter_Name='Ai75';,,,cell counting,imaging,STPT,cell counting.imaging.STPT,Whole brain,,Cold Spring Harbor Laboratory,,U01 Osten,Pavel Osten,1-U01-MH114824-01,BIL,ftp://download.brainimagelibrary.org:8811/cc/de/,,/bil/data/cc/de/ccde894b057a3981/Tlx3_Ai75_F_376567_180703/,,,Tlx3_Ai75_F_376567,,Cell Counting,cell type distribution,STPT,Q4 2018,,,,,,,
VIPHG;2-9,,,VIPHG;2-9,mouse,NCBI:txid10090,Strain_Name='C57BL6';Cre_Driver_Line='VIP';Reporter_Name='Ai75';,,,cell counting,imaging,STPT,cell counting.imaging.STPT,Whole brain,,Cold Spring Harbor Laboratory,,U01 Osten,Pavel Osten,1-U01-MH114824-01,BIL,ftp://download.brainimagelibrary.org:8811/fa/82/,,/bil/data/fa/82/fa82a8437a419859/mini-atlas-VIPHG_M2_130511/,,,mini-atlas-VIPHG_M2,,Cell Counting,cell type distribution,STPT,Q4 2018,,,,,,,
CEMBA171206_3C,,,CEMBA171206_3C,mouse,,,biccn:experiments:71,CEMBA171206_3C,epigenomics,snATAC-seq,Tn5 transposase,epigenomics.snATAC-seq.Tn5 transposase,,15360,University of California San Diego,idf:University of California San Diego,U19-EckerJ,Bing Ren,1U19MH114831-01,NeMO,,#N/A,/brain/biccn/cemba/chromatin,CEMBA171206_3C,,,CEMBA171206_3C,Epigenomics,snATAC-seq,,Q3 2018,,,,,,,
CEMBA171207_3C,,,CEMBA171207_3C,mouse,,,biccn:experiments:72,CEMBA171207_3C,epigenomics,snATAC-seq,Tn5 transposase,epigenomics.snATAC-seq.Tn5 transposase,,15360,University of California San Diego,idf:University of California San Diego,U19-EckerJ,Bing Ren,1U19MH114831-01,NeMO,,#N/A,/brain/biccn/cemba/chromatin,CEMBA171207_3C,,,CEMBA171207_3C,Epigenomics,snATAC-seq,,Q3 2018,,,,,,,
CEMBA171212_4B,,,CEMBA171212_4B,mouse,,,biccn:experiments:73,CEMBA171212_4B,epigenomics,snATAC-seq,Tn5 transposase,epigenomics.snATAC-seq.Tn5 transposase,,15360,University of California San Diego,idf:University of California San Diego,U19-EckerJ,Bing Ren,1U19MH114831-01,NeMO,,#N/A,/brain/biccn/cemba/chromatin,CEMBA171212_4B,,,CEMBA171212_4B,Epigenomics,snATAC-seq,,Q3 2018,,,,,,,
CEMBA171213_4B,,,CEMBA171213_4B,mouse,,,biccn:experiments:74,CEMBA171213_4B,epigenomics,snATAC-seq,Tn5 transposase,epigenomics.snATAC-seq.Tn5 transposase,,15360,University of California San Diego,idf:University of California San Diego,U19-EckerJ,Bing Ren,1U19MH114831-01,NeMO,,#N/A,/brain/biccn/cemba/chromatin,CEMBA171213_4B,,,CEMBA171213_4B,Epigenomics,snATAC-seq,,Q3 2018,,,,,,,
CEMBA171214_4D,,,CEMBA171214_4D,mouse,,,biccn:experiments:76,CEMBA171214_4D,epigenomics,snATAC-seq,Tn5 transposase,epigenomics.snATAC-seq.Tn5 transposase,,15360,University of California San Diego,idf:University of California San Diego,U19-EckerJ,Bing Ren,1U19MH114831-01,NeMO,,#N/A,/brain/biccn/cemba/chromatin,CEMBA171214_4D,,,CEMBA171214_4D,Epigenomics,snATAC-seq,,Q3 2018,,,,,,,
CEMBA171219_4D,,,CEMBA171219_4D,mouse,,,biccn:experiments:77,CEMBA171219_4D,epigenomics,snATAC-seq,Tn5 transposase,epigenomics.snATAC-seq.Tn5 transposase,,15360,University of California San Diego,idf:University of California San Diego,U19-EckerJ,Bing Ren,1U19MH114831-01,NeMO,,#N/A,/brain/biccn/cemba/chromatin,CEMBA171219_4D,,,CEMBA171219_4D,Epigenomics,snATAC-seq,,Q3 2018,,,,,,,
CEMBA180104_4B,,,CEMBA180104_4B,mouse,,,biccn:experiments:75,CEMBA180104_4B,epigenomics,snATAC-seq,Tn5 transposase,epigenomics.snATAC-seq.Tn5 transposase,,15360,University of California San Diego,idf:University of California San Diego,U19-EckerJ,Bing Ren,1U19MH114831-01,NeMO,,#N/A,/brain/biccn/cemba/chromatin,CEMBA180104_4B,,,CEMBA180104_4B,Epigenomics,snATAC-seq,,Q3 2018,,,,,,,
CEMBA180105_3F,dissection,CEMBA180105_3F,CEMBA180105_3F,mouse,NCBI:txid39442,,biccn:experiments:78,CEMBA180105_3F,epigenomics,snATAC-seq,Tn5 transposase,epigenomics.snATAC-seq.Tn5 transposase,,15360,University of California San Diego,idf:University of California San Diego,U19-EckerJ,Bing Ren,1U19MH114831-01,NeMO,,#N/A,/brain/biccn/cemba/chromatin,CEMBA180105_3F,,,CEMBA180105_3F,Epigenomics,snATAC-seq,,Q3 2018,,,,,,,
CEMBA180109_3F,,,CEMBA180109_3F,mouse,,,biccn:experiments:79,CEMBA180109_3F,epigenomics,snATAC-seq,Tn5 transposase,epigenomics.snATAC-seq.Tn5 transposase,,13440,University of California San Diego,idf:University of California San Diego,U19-EckerJ,Bing Ren,1U19MH114831-01,NeMO,,#N/A,/brain/biccn/cemba/chromatin,CEMBA180109_3F,,,CEMBA180109_3F,Epigenomics,snATAC-seq,,Q3 2018,,,,,,,
CEMBA180110_4E,,,CEMBA180110_4E,mouse,,,biccn:experiments:80,CEMBA180110_4E,epigenomics,snATAC-seq,Tn5 transposase,epigenomics.snATAC-seq.Tn5 transposase,,15360,University of California San Diego,idf:University of California San Diego,U19-EckerJ,Bing Ren,1U19MH114831-01,NeMO,,#N/A,/brain/biccn/cemba/chromatin,CEMBA180110_4E,,,CEMBA180110_4E,Epigenomics,snATAC-seq,,Q3 2018,,,,,,,
CEMBA180111_4E,,,CEMBA180111_4E,mouse,,,biccn:experiments:81,CEMBA180111_4E,epigenomics,snATAC-seq,Tn5 transposase,epigenomics.snATAC-seq.Tn5 transposase,,15360,University of California San Diego,idf:University of California San Diego,U19-EckerJ,Bing Ren,1U19MH114831-01,NeMO,,#N/A,/brain/biccn/cemba/chromatin,CEMBA180111_4E,,,CEMBA180111_4E,Epigenomics,snATAC-seq,,Q3 2018,,,,,,,
CEMBA180118_1B,dissection,CEMBA180118_1B,CEMBA180118_1B,mouse,NCBI:txid39442,,biccn:experiments:82,CEMBA180118_1B,epigenomics,snATAC-seq,Tn5 transposase,epigenomics.snATAC-seq.Tn5 transposase,,15360,University of California San Diego,idf:University of California San Diego,U19-EckerJ,Bing Ren,1U19MH114831-01,NeMO,,#N/A,/brain/biccn/cemba/chromatin,CEMBA180118_1B,,,CEMBA180118_1B,Epigenomics,snATAC-seq,,Q3 2018,,,,,,,
CEMBA180119_1B,,,CEMBA180119_1B,mouse,,,biccn:experiments:83,CEMBA180119_1B,epigenomics,snATAC-seq,Tn5 transposase,epigenomics.snATAC-seq.Tn5 transposase,,15360,University of California San Diego,idf:University of California San Diego,U19-EckerJ,Bing Ren,1U19MH114831-01,NeMO,,#N/A,/brain/biccn/cemba/chromatin,CEMBA180119_1B,,,CEMBA180119_1B,Epigenomics,snATAC-seq,,Q3 2018,,,,,,,
CEMBA180122_2A,dissection,CEMBA180122_2A,CEMBA180122_2A,mouse,NCBI:txid39442,,biccn:experiments:84,CEMBA180122_2A,epigenomics,snATAC-seq,Tn5 transposase,epigenomics.snATAC-seq.Tn5 transposase,,15360,University of California San Diego,idf:University of California San Diego,U19-EckerJ,Bing Ren,1U19MH114831-01,NeMO,,#N/A,/brain/biccn/cemba/chromatin,CEMBA180122_2A,,,CEMBA180122_2A,Epigenomics,snATAC-seq,,Q3 2018,,,,,,,
CEMBA180123_2A,dissection,CEMBA180123_2A,CEMBA180123_2A,mouse,NCBI:txid39442,,biccn:experiments:85,CEMBA180123_2A,epigenomics,snATAC-seq,Tn5 transposase,epigenomics.snATAC-seq.Tn5 transposase,,15360,University of California San Diego,idf:University of California San Diego,U19-EckerJ,Bing Ren,1U19MH114831-01,NeMO,,#N/A,/brain/biccn/cemba/chromatin,CEMBA180123_2A,,,CEMBA180123_2A,Epigenomics,snATAC-seq,,Q3 2018,,,,,,,
CEMBA180129_3A,,,CEMBA180129_3A,mouse,,,biccn:experiments:86,CEMBA180129_3A,epigenomics,snATAC-seq,Tn5 transposase,epigenomics.snATAC-seq.Tn5 transposase,,15360,University of California San Diego,idf:University of California San Diego,U19-EckerJ,Bing Ren,1U19MH114831-01,NeMO,,#N/A,/brain/biccn/cemba/chromatin,CEMBA180129_3A,,,CEMBA180129_3A,Epigenomics,snATAC-seq,,Q3 2018,,,,,,,
CEMBA180130_3A,,,CEMBA180130_3A,mouse,,,biccn:experiments:87,CEMBA180130_3A,epigenomics,snATAC-seq,Tn5 transposase,epigenomics.snATAC-seq.Tn5 transposase,,15360,University of California San Diego,idf:University of California San Diego,U19-EckerJ,Bing Ren,1U19MH114831-01,NeMO,,#N/A,/brain/biccn/cemba/chromatin,CEMBA180130_3A,,,CEMBA180130_3A,Epigenomics,snATAC-seq,,Q3 2018,,,,,,,
CEMBA180205_4A,,,CEMBA180205_4A,mouse,,,biccn:experiments:88,CEMBA180205_4A,epigenomics,snATAC-seq,Tn5 transposase,epigenomics.snATAC-seq.Tn5 transposase,,15360,University of California San Diego,idf:University of California San Diego,U19-EckerJ,Bing Ren,1U19MH114831-01,NeMO,,#N/A,/brain/biccn/cemba/chromatin,CEMBA180205_4A,,,CEMBA180205_4A,Epigenomics,snATAC-seq,,Q3 2018,,,,,,,
CEMBA180206_4A,,,CEMBA180206_4A,mouse,,,biccn:experiments:89,CEMBA180206_4A,epigenomics,snATAC-seq,Tn5 transposase,epigenomics.snATAC-seq.Tn5 transposase,,15360,University of California San Diego,idf:University of California San Diego,U19-EckerJ,Bing Ren,1U19MH114831-01,NeMO,,#N/A,/brain/biccn/cemba/chromatin,CEMBA180206_4A,,,CEMBA180206_4A,Epigenomics,snATAC-seq,,Q3 2018,,,,,,,
CEMBA180208_1C,,,CEMBA180208_1C,mouse,,,biccn:experiments:92,CEMBA180208_1C,epigenomics,snATAC-seq,Tn5 transposase,epigenomics.snATAC-seq.Tn5 transposase,,15360,University of California San Diego,idf:University of California San Diego,U19-EckerJ,Bing Ren,1U19MH114831-01,NeMO,,#N/A,/brain/biccn/cemba/chromatin,CEMBA180208_1C,,,CEMBA180208_1C,Epigenomics,snATAC-seq,,Q3 2018,,,,,,,
CEMBA180212_1C,,,CEMBA180212_1C,mouse,,,biccn:experiments:90,CEMBA180212_1C,epigenomics,snATAC-seq,Tn5 transposase,epigenomics.snATAC-seq.Tn5 transposase,,15360,University of California San Diego,idf:University of California San Diego,U19-EckerJ,Bing Ren,1U19MH114831-01,NeMO,,#N/A,/brain/biccn/cemba/chromatin,CEMBA180212_1C,,,CEMBA180212_1C,Epigenomics,snATAC-seq,,Q3 2018,,,,,,,
CEMBA180213_1B,,,CEMBA180213_1B,mouse,,,biccn:experiments:91,CEMBA180213_1B,epigenomics,snATAC-seq,Tn5 transposase,epigenomics.snATAC-seq.Tn5 transposase,,15360,University of California San Diego,idf:University of California San Diego,U19-EckerJ,Bing Ren,1U19MH114831-01,NeMO,,#N/A,/brain/biccn/cemba/chromatin,CEMBA180213_1B,,,CEMBA180213_1B,Epigenomics,snATAC-seq,,Q3 2018,,,,,,,
CEMBA180222_2E,,,CEMBA180222_2E,mouse,NCBI:txid10090,N/A,,,Epigenomics,snATAC-seq,Tn5 transposase,Epigenomics.snATAC-seq.Tn5 transposase,2E: TTd+TTv+AON,"15,360",University of California San Diego,idf:University of California San Diego,U19-EckerJ,Bing Ren,1U19MH114831-01,NeMO,,,/brain/biccn/grant/cemba/ecker/chromatin/,CEMBA180222_2E,,,CEMBA180222_2E,,,,Q4 2018,,,,,,,
CEMBA180226_1A,,,CEMBA180226_1A,mouse,NCBI:txid10090,N/A,,,Epigenomics,snATAC-seq,Tn5 transposase,Epigenomics.snATAC-seq.Tn5 transposase,1A: MOs,"15,360",University of California San Diego,idf:University of California San Diego,U19-EckerJ,Bing Ren,1U19MH114831-01,NeMO,,,/brain/biccn/grant/cemba/ecker/chromatin/,CEMBA180226_1A,,,CEMBA180226_1A,,,,Q4 2018,,,,,,,
CEMBA180227_1A,,,CEMBA180227_1A,mouse,NCBI:txid10090,N/A,,,Epigenomics,snATAC-seq,Tn5 transposase,Epigenomics.snATAC-seq.Tn5 transposase,1A: MOs,"15,360",University of California San Diego,idf:University of California San Diego,U19-EckerJ,Bing Ren,1U19MH114831-01,NeMO,,,/brain/biccn/grant/cemba/ecker/chromatin/,CEMBA180227_1A,,,CEMBA180227_1A,,,,Q4 2018,,,,,,,
CEMBA180305_2B,,,CEMBA180305_2B,mouse,NCBI:txid10090,N/A,,,Epigenomics,snATAC-seq,Tn5 transposase,Epigenomics.snATAC-seq.Tn5 transposase,2B: MOs,"15,360",University of California San Diego,idf:University of California San Diego,U19-EckerJ,Bing Ren,1U19MH114831-01,NeMO,,,/brain/biccn/grant/cemba/ecker/chromatin/,CEMBA180305_2B,,,CEMBA180305_2B,,,,Q4 2018,,,,,,,
CEMBA180306_2B,,,CEMBA180306_2B,mouse,NCBI:txid10090,N/A,,,Epigenomics,snATAC-seq,Tn5 transposase,Epigenomics.snATAC-seq.Tn5 transposase,2B: MOs,"15,360",University of California San Diego,idf:University of California San Diego,U19-EckerJ,Bing Ren,1U19MH114831-01,NeMO,,,/brain/biccn/grant/cemba/ecker/chromatin/,CEMBA180306_2B,,,CEMBA180306_2B,,,,Q4 2018,,,,,,,
CEMBA180308_3B,,,CEMBA180308_3B,mouse,NCBI:txid10090,N/A,,,Epigenomics,snATAC-seq,Tn5 transposase,Epigenomics.snATAC-seq.Tn5 transposase,3B: MOs,"15,360",University of California San Diego,idf:University of California San Diego,U19-EckerJ,Bing Ren,1U19MH114831-01,NeMO,,,/brain/biccn/grant/cemba/ecker/chromatin/,CEMBA180308_3B,,,CEMBA180308_3B,,,,Q4 2018,,,,,,,
CEMBA180312_3B,,,CEMBA180312_3B,mouse,NCBI:txid10090,N/A,,,Epigenomics,snATAC-seq,Tn5 transposase,Epigenomics.snATAC-seq.Tn5 transposase,3B: MOs,"15,360",University of California San Diego,idf:University of California San Diego,U19-EckerJ,Bing Ren,1U19MH114831-01,NeMO,,,/brain/biccn/grant/cemba/ecker/chromatin/,CEMBA180312_3B,,,CEMBA180312_3B,,,,Q4 2018,,,,,,,
CEMBA180313_2D,,,CEMBA180313_2D,mouse,NCBI:txid10090,N/A,,,Epigenomics,snATAC-seq,Tn5 transposase,Epigenomics.snATAC-seq.Tn5 transposase,2D: PIR,"15,360",University of California San Diego,idf:University of California San Diego,U19-EckerJ,Bing Ren,1U19MH114831-01,NeMO,,,/brain/biccn/grant/cemba/ecker/chromatin/,CEMBA180313_2D,,,CEMBA180313_2D,,,,Q4 2018,,,,,,,
