pBICCNsMMrBSL7iM009d190722,mouse,NCBI:txid10090,M009,,transcriptomics,10x Chromium 3' v3 sequencing,Brain Stem L7,nuclei,11651,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"{http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/}",,2019Q3,,,,,,,,,,
pBICCNsMMrBSL8iF005d190521,mouse,NCBI:txid10090,F005,,transcriptomics,10x Chromium 3' v3 sequencing,Brain Stem L8,nuclei,24547,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"{http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/}",,2019Q2,,,,,,,,,,
pBICCNsMMrBSL8iF005d190710,mouse,NCBI:txid10090,F005,,transcriptomics,10x Chromium 3' v3 sequencing,Brain Stem L8,nuclei,14100,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"{http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/}",,2019Q3,,,,,,,,,,
pBICCNsMMrBSL8iM007d190529,mouse,NCBI:txid10090,M007,,transcriptomics,10x Chromium 3' v3 sequencing,Brain Stem L8,nuclei,9339,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"{http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/}",,2019Q3,,,,,,,,,,
pBICCNsMMrBSL8iM008d190722,mouse,NCBI:txid10090,M008,,transcriptomics,10x Chromium 3' v3 sequencing,Brain Stem L8,nuclei,10800,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"{http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/}",,2019Q3,,,,,,,,,,
pBICCNsMMrBSM1iF006d190514,mouse,NCBI:txid10090,F006,,transcriptomics,10x Chromium 3' v3 sequencing,Brain Stem M1,nuclei,7895,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"{http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/}",,2019Q2,,,,,,,,,,
pBICCNsMMrBSM1iM008d190715,mouse,NCBI:txid10090,M008,,transcriptomics,10x Chromium 3' v3 sequencing,Brain Stem M1,nuclei,7506,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"{http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/}",,2019Q3,,,,,,,,,,
pBICCNsMMrBSM1iM009d190722,mouse,NCBI:txid10090,M009,,transcriptomics,10x Chromium 3' v3 sequencing,Brain Stem M1,nuclei,9765,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"{http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/}",,2019Q3,,,,,,,,,,
pBICCNsMMrBSM2iF006d190514,mouse,NCBI:txid10090,F006,,transcriptomics,10x Chromium 3' v3 sequencing,Brain Stem M2,nuclei,12619,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"{http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/}",,2019Q2,,,,,,,,,,
pBICCNsMMrBSM2iM008d190715,mouse,NCBI:txid10090,M008,,transcriptomics,10x Chromium 3' v3 sequencing,Brain Stem M2,nuclei,11788,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"{http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/}",,2019Q3,,,,,,,,,,
pBICCNsMMrBSM2iM009d190722,mouse,NCBI:txid10090,M009,,transcriptomics,10x Chromium 3' v3 sequencing,Brain Stem M2,nuclei,9308,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"{http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/}",,2019Q3,,,,,,,,,,
pBICCNsMMrBSM3iF006d190514,mouse,NCBI:txid10090,F006,,transcriptomics,10x Chromium 3' v3 sequencing,Brain Stem M3,nuclei,5675,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"{http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/}",,2019Q2,,,,,,,,,,
pBICCNsMMrBSM3iM008d190715,mouse,NCBI:txid10090,M008,,transcriptomics,10x Chromium 3' v3 sequencing,Brain Stem M3,nuclei,12081,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"{http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/}",,2019Q3,,,,,,,,,,
pBICCNsMMrBSM3iM009d190722,mouse,NCBI:txid10090,M009,,transcriptomics,10x Chromium 3' v3 sequencing,Brain Stem M3,nuclei,9977,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"{http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/}",,2019Q3,,,,,,,,,,
pBICCNsMMrBSM4iF006d190514,mouse,NCBI:txid10090,F006,,transcriptomics,10x Chromium 3' v3 sequencing,Brain Stem M4,nuclei,9128,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"{http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/}",,2019Q2,,,,,,,,,,
pBICCNsMMrBSM4iM008d190715,mouse,NCBI:txid10090,M008,,transcriptomics,10x Chromium 3' v3 sequencing,Brain Stem M4,nuclei,9792,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"{http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/}",,2019Q3,,,,,,,,,,
pBICCNsMMrBSM4iM009d190722,mouse,NCBI:txid10090,M009,,transcriptomics,10x Chromium 3' v3 sequencing,Brain Stem M4,nuclei,9638,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"{http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/}",,2019Q3,,,,,,,,,,
pBICCNsMMrBSM5iM008d190716,mouse,NCBI:txid10090,M008,,transcriptomics,10x Chromium 3' v3 sequencing,Brain Stem M5,nuclei,3253,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"{http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/}",,2019Q3,,,,,,,,,,
pBICCNsMMrBSM5iM009d190722,mouse,NCBI:txid10090,M009,,transcriptomics,10x Chromium 3' v3 sequencing,Brain Stem M5,nuclei,11179,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"{http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/}",,2019Q3,,,,,,,,,,
pBICCNsMMrBSM6iF005d190710,mouse,NCBI:txid10090,F005,,transcriptomics,10x Chromium 3' v3 sequencing,Brain Stem M6,nuclei,11733,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"{http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/}",,2019Q3,,,,,,,,,,
pBICCNsMMrBSM6iM008d190716,mouse,NCBI:txid10090,M008,,transcriptomics,10x Chromium 3' v3 sequencing,Brain Stem M6,nuclei,13852,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"{http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/}",,2019Q3,,,,,,,,,,
pBICCNsMMrBSM6iM009d190722,mouse,NCBI:txid10090,M009,,transcriptomics,10x Chromium 3' v3 sequencing,Brain Stem M6,nuclei,3687,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"{http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/}",,2019Q3,,,,,,,,,,
pBICCNsMMrBSM7iF005d190710,mouse,NCBI:txid10090,F005,,transcriptomics,10x Chromium 3' v3 sequencing,Brain Stem M7,nuclei,11384,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"{http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/}",,2019Q3,,,,,,,,,,
pBICCNsMMrBSM7iM008d190716,mouse,NCBI:txid10090,M008,,transcriptomics,10x Chromium 3' v3 sequencing,Brain Stem M7,nuclei,9514,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"{http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/}",,2019Q3,,,,,,,,,,
pBICCNsMMrBSM7iM009d190722,mouse,NCBI:txid10090,M009,,transcriptomics,10x Chromium 3' v3 sequencing,Brain Stem M7,nuclei,10857,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"{http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/}",,2019Q3,,,,,,,,,,
pBICCNsMMrBSM8iF005d190710,mouse,NCBI:txid10090,F005,,transcriptomics,10x Chromium 3' v3 sequencing,Brain Stem M8,nuclei,12462,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"{http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/}",,2019Q3,,,,,,,,,,
pBICCNsMMrBSM8iM008d190716,mouse,NCBI:txid10090,M008,,transcriptomics,10x Chromium 3' v3 sequencing,Brain Stem M8,nuclei,10821,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"{http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/}",,2019Q3,,,,,,,,,,
pBICCNsMMrBSM8iM009d190722,mouse,NCBI:txid10090,M009,,transcriptomics,10x Chromium 3' v3 sequencing,Brain Stem M8,nuclei,11247,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"{http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/}",,2019Q3,,,,,,,,,,
pBICCNsMMrCBAN1iF002d190304a,mouse,NCBI:txid10090,F002,,transcriptomics,10x Chromium 3' v3 sequencing,ANcr1,nuclei,36975,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"{http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/}",,2019Q2,,,,,,,,,,
pBICCNsMMrCBAN1iF002d190304b,mouse,NCBI:txid10090,F002,,transcriptomics,10x Chromium 3' v3 sequencing,ANcr1,nuclei,8982,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"{http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/}",,2019Q2,,,,,,,,,,
pBICCNsMMrCBAN1iF002d190304c,mouse,NCBI:txid10090,F002,,transcriptomics,10x Chromium 3' v3 sequencing,ANcr1,nuclei,7964,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"{http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/}",,2019Q2,,,,,,,,,,
pBICCNsMMrCBAN1iM002d190312a,mouse,NCBI:txid10090,M002,,transcriptomics,10x Chromium 3' v3 sequencing,ANcr1,nuclei,3328,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"{http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/}",,2019Q2,,,,,,,,,,
pBICCNsMMrCBAN1iM002d190312b,mouse,NCBI:txid10090,M002,,transcriptomics,10x Chromium 3' v3 sequencing,ANcr1,nuclei,3507,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"{http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/}",,2019Q2,,,,,,,,,,
pBICCNsMMrCBAN1iM002d190312c,mouse,NCBI:txid10090,M002,,transcriptomics,10x Chromium 3' v3 sequencing,ANcr1,nuclei,6055,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"{http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/}",,2019Q2,,,,,,,,,,
pBICCNsMMrCBAN1iM006d190124,mouse,NCBI:txid10090,M006,,transcriptomics,10x Chromium 3' v3 sequencing,ANcr1,nuclei,6996,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"{http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/}",,2019Q2,,,,,,,,,,
pBICCNsMMrCBAN1iM006d190321a,mouse,NCBI:txid10090,M006,,transcriptomics,10x Chromium 3' v3 sequencing,ANcr1,nuclei,5504,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"{http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/}",,2019Q2,,,,,,,,,,
pBICCNsMMrCBAN1iM006d190321b,mouse,NCBI:txid10090,M006,,transcriptomics,10x Chromium 3' v3 sequencing,ANcr1,nuclei,6107,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"{http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/}",,2019Q2,,,,,,,,,,
pBICCNsMMrCBAN2iF002d190304a,mouse,NCBI:txid10090,F002,,transcriptomics,10x Chromium 3' v3 sequencing,ANcr2,nuclei,5994,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"{http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/}",,2019Q2,,,,,,,,,,
pBICCNsMMrCBAN2iF002d190304b,mouse,NCBI:txid10090,F002,,transcriptomics,10x Chromium 3' v3 sequencing,ANcr2,nuclei,6168,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"{http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/}",,2019Q2,,,,,,,,,,
pBICCNsMMrCBAN2iF002d190304c,mouse,NCBI:txid10090,F002,,transcriptomics,10x Chromium 3' v3 sequencing,ANcr2,nuclei,8778,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"{http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/}",,2019Q2,,,,,,,,,,
pBICCNsMMrCBAN2iM002d190312a,mouse,NCBI:txid10090,M002,,transcriptomics,10x Chromium 3' v3 sequencing,ANcr2,nuclei,6313,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"{http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/}",,2019Q2,,,,,,,,,,
pBICCNsMMrCBAN2iM002d190312b,mouse,NCBI:txid10090,M002,,transcriptomics,10x Chromium 3' v3 sequencing,ANcr2,nuclei,6046,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"{http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/}",,2019Q2,,,,,,,,,,
pBICCNsMMrCBAN2iM002d190312c,mouse,NCBI:txid10090,M002,,transcriptomics,10x Chromium 3' v3 sequencing,ANcr2,nuclei,6580,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"{http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/}",,2019Q2,,,,,,,,,,
pBICCNsMMrCBAN2iM006d190124,mouse,NCBI:txid10090,M006,,transcriptomics,10x Chromium 3' v3 sequencing,ANcr2,nuclei,9124,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"{http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/}",,2019Q2,,,,,,,,,,
pBICCNsMMrCBAN2iM006d190321a,mouse,NCBI:txid10090,M006,,transcriptomics,10x Chromium 3' v3 sequencing,ANcr2,nuclei,8130,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"{http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/}",,2019Q2,,,,,,,,,,
pBICCNsMMrCBAN2iM006d190321b,mouse,NCBI:txid10090,M006,,transcriptomics,10x Chromium 3' v3 sequencing,ANcr2,nuclei,8096,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"{http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/}",,2019Q2,,,,,,,,,,
pBICCNsMMrCBAN2iM006d190321c,mouse,NCBI:txid10090,M006,,transcriptomics,10x Chromium 3' v3 sequencing,ANcr2,nuclei,8054,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"{http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/}",,2019Q2,,,,,,,,,,
pBICCNsMMrCBAN2iM006d190321d,mouse,NCBI:txid10090,M006,,transcriptomics,10x Chromium 3' v3 sequencing,ANcr2,nuclei,7975,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"{http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/}",,2019Q2,,,,,,,,,,
pBICCNsMMrCBAN2iM006d190321e,mouse,NCBI:txid10090,M006,,transcriptomics,10x Chromium 3' v3 sequencing,ANcr2,nuclei,8106,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"{http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/}",,2019Q2,,,,,,,,,,
pBICCNsMMrCBCalb1iF0S1d190321,mouse,NCBI:txid10090,F0S1,,transcriptomics,10x Chromium 3' v3 sequencing,CBXpu,nuclei,4826,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"{http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/}",,2019Q2,,,,,,,,,,
pBICCNsMMrCBCOPiF002d190304a,mouse,NCBI:txid10090,F002,,transcriptomics,10x Chromium 3' v3 sequencing,COPY,nuclei,3343,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"{http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/}",,2019Q2,,,,,,,,,,
pBICCNsMMrCBCOPiF002d190304b,mouse,NCBI:txid10090,F002,,transcriptomics,10x Chromium 3' v3 sequencing,COPY,nuclei,4845,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"{http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/}",,2019Q2,,,,,,,,,,
pBICCNsMMrCBCOPiM002d190312a,mouse,NCBI:txid10090,M002,,transcriptomics,10x Chromium 3' v3 sequencing,COPY,nuclei,1957,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"{http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/}",,2019Q2,,,,,,,,,,
pBICCNsMMrCBCOPiM002d190312b,mouse,NCBI:txid10090,M002,,transcriptomics,10x Chromium 3' v3 sequencing,COPY,nuclei,2160,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"{http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/}",,2019Q2,,,,,,,,,,
pBICCNsMMrCBCOPiM002d190312c,mouse,NCBI:txid10090,M002,,transcriptomics,10x Chromium 3' v3 sequencing,COPY,nuclei,2178,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"{http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/}",,2019Q2,,,,,,,,,,
pBICCNsMMrCBCOPiM002d190312d,mouse,NCBI:txid10090,M002,,transcriptomics,10x Chromium 3' v3 sequencing,COPY,nuclei,1975,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"{http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/}",,2019Q2,,,,,,,,,,
pBICCNsMMrCBCOPiM006d190313,mouse,NCBI:txid10090,M006,,transcriptomics,10x Chromium 3' v3 sequencing,COPY,nuclei,1581,Cold Spring Harbor Laboratory; Broad Institute,Aviv Regev; Evan Macosko,1U19MH114821-01,huang_sn_10xv3,NEMO,"{http://data.nemoarchive.org/biccn/lab/regev/transcriptome/sncell/, http://data.nemoarchive.org/biccn/lab/macosko/transcriptome/sncell/}",,2019Q2,,,,,,,,,,
